"id","state_code","total_2011","total_2012","total_2013","population_2011","population_2012","population_2013","rate_2011","rate_2012","rate_2013","h2011","h2012","h2013","rh2011","rh2012","rh2013"
1001,1,2717,2838,2154,823056,835348,850000,3.3,3.4,2.5,58,33,19,0.07,0.04,0.022
1002,1,27,12,25,46970,47634,48000,0.57,0.25,0.52,1,2,5,0.021,0.042,0.1
1003,1,17,25,34,55510,56096,57000,0.31,0.45,0.6,2,0,0,0.036,0,0
1004,1,24,5,9,15462,15659,16000,1.6,0.32,0.57,0,1,0,0,0.064,0
1005,1,122,89,109,104196,106428,110000,1.2,0.84,1,4,3,7,0.038,0.028,0.065
1006,1,33,26,42,42877,43340,44000,0.77,0.6,0.96,5,1,1,0.12,0.023,0.023
1007,1,43,28,23,50411,50990,52000,0.85,0.55,0.45,0,1,2,0,0.02,0.039
1008,1,1,1,2,8710,8830,9000,0.11,0.11,0.22,0,0,0,0,0,0
1009,1,7,9,6,20348,20658,21000,0.34,0.44,0.29,1,1,0,0.049,0.048,0
1010,1,12,4,12,19373,19618,20000,0.62,0.2,0.6,0,0,1,0,0,0.05
1011,1,41,26,34,37596,38492,39000,1.1,0.68,0.86,0,2,4,0,0.052,0.1
2001,2,2231,2303,1987,490568,499254,510000,4.5,4.6,3.9,47,54,48,0.096,0.11,0.095
2002,2,13446,11790,10942,977608,991453,1e+06,14,12,11,139,155,150,0.14,0.16,0.15
2003,2,810,758,752,105662,107247,110000,7.7,7.1,6.9,29,19,34,0.27,0.18,0.31
2004,2,17530,14218,13313,1631186,1657312,1700000,11,8.6,7.9,418,332,492,0.26,0.2,0.29
2005,2,750,681,787,96985,99585,1e+05,7.7,6.8,7.7,40,30,50,0.41,0.3,0.49
3001,3,82,66,98,74040,75446,77000,1.1,0.87,1.3,0,3,2,0,0.04,0.026
3002,3,42,57,54,62004,63286,65000,0.68,0.9,0.83,0,5,9,0,0.079,0.14
3003,3,1000,824,1236,265906,272481,280000,3.8,3,4.4,0,13,22,0,0.048,0.079
3008,3,660,813,806,263678,276361,290000,2.5,2.9,2.8,0,10,20,0,0.036,0.069
3009,3,22,24,20,18417,19228,20000,1.2,1.2,1,0,3,1,0,0.16,0.051
4001,4,4,3,3,54980,55736,57000,0.073,0.054,0.053,2,1,1,0.036,0.018,0.018
4002,4,88,68,144,271000,275550,280000,0.32,0.25,0.51,10,11,11,0.037,0.04,0.039
4003,4,189,106,202,232037,236340,240000,0.81,0.45,0.84,26,21,25,0.11,0.089,0.1
4004,4,18,15,20,86616,87946,89000,0.21,0.17,0.22,8,9,6,0.092,0.1,0.067
4005,4,2,2,6,29335,29675,30000,0.068,0.067,0.2,1,1,1,0.034,0.034,0.033
4006,4,0,4,4,39228,39744,40000,0,0.1,0.099,0,3,0,0,0.075,0
4007,4,2,0,1,8532,8572,8600,0.23,0,0.12,0,0,0,0,0,0
4008,4,2,2,7,10132,10268,10000,0.2,0.19,0.67,0,1,1,0,0.097,0.096
4009,4,5,17,26,56430,57267,58000,0.089,0.3,0.45,5,8,10,0.089,0.14,0.17
4010,4,4,4,4,28076,28546,29000,0.14,0.14,0.14,3,2,2,0.11,0.07,0.069
4011,4,7,16,28,43009,43691,44000,0.16,0.37,0.63,4,11,10,0.093,0.25,0.23
5001,5,0,0,2,1101,0,1100,0,0,1.8,0,0,2,0,0,1.8
5002,5,94,124,196,140348,141886,140000,0.67,0.87,1.4,8,17,13,0.057,0.12,0.091
5003,5,17,23,22,23508,23848,24000,0.72,0.96,0.91,2,7,8,0.085,0.29,0.33
5004,5,41,32,29,23413,23765,24000,1.8,1.3,1.2,2,1,7,0.085,0.042,0.29
5005,5,0,0,0,1842,0,1900,0,0,0,0,0,0,0,0,0
5006,5,17,61,31,26650,26934,27000,0.64,2.3,1.1,3,10,4,0.11,0.37,0.15
5007,5,4,8,7,13314,13412,14000,0.3,0.6,0.52,1,3,0,0.075,0.22,0
5008,5,0,0,1,2959,0,3000,0,0,0.33,0,0,1,0,0,0.33
5009,5,61,65,70,57179,57768,58000,1.1,1.1,1.2,9,11,15,0.16,0.19,0.26
5010,5,53,48,130,77164,77910,79000,0.69,0.62,1.7,9,2,13,0.12,0.026,0.17
5011,5,6,3,8,11857,11898,12000,0.51,0.25,0.67,3,0,1,0.25,0,0.084
5012,5,0,0,3,2144,0,2200,0,0,1.4,0,0,3,0,0,1.4
5013,5,0,0,0,1930,0,2000,0,0,0,0,0,0,0,0,0
5014,5,0,0,3,10067,0,10000,0,0,0.3,0,0,3,0,0,0.3
5015,5,0,0,0,1666,0,1700,0,0,0,0,0,0,0,0,0
5016,5,0,0,1,1876,0,1900,0,0,0.53,0,0,1,0,0,0.53
5017,5,141,201,290,109754,110774,110000,1.3,1.8,2.6,18,34,55,0.16,0.31,0.49
5018,5,254,713,715,222427,224844,230000,1.1,3.2,3.1,20,25,45,0.09,0.11,0.2
5019,5,0,20,1,8487,8540,8700,0,2.3,0.11,0,4,0,0,0.47,0
5020,5,21,29,82,68420,68988,70000,0.31,0.42,1.2,4,6,8,0.058,0.087,0.11
5021,5,0,0,0,6504,0,6600,0,0,0,0,0,0,0,0,0
5022,5,0,0,10,28558,0,29000,0,0,0.34,0,0,4,0,0,0.14
5023,5,1,3,0,11258,11352,11000,0.089,0.26,0,0,1,0,0,0.088,0
5024,5,24,13,38,46090,46287,47000,0.52,0.28,0.82,1,4,3,0.022,0.086,0.064
5025,5,211,217,234,156176,157490,160000,1.4,1.4,1.5,12,33,32,0.077,0.21,0.2
5026,5,0,0,4,3528,0,3600,0,0,1.1,0,0,3,0,0,0.84
5027,5,130,166,161,80714,83164,85000,1.6,2,1.9,9,7,18,0.11,0.084,0.21
5028,5,65,75,87,63348,64388,65000,1,1.2,1.3,6,10,14,0.095,0.16,0.21
5029,5,0,0,1,2388,0,2500,0,0,0.41,0,0,0,0,0,0
5030,5,1820,2144,1962,750918,761894,770000,2.4,2.8,2.5,87,101,76,0.12,0.13,0.098
5031,5,15,16,24,23006,23356,24000,0.65,0.69,1,2,5,2,0.087,0.21,0.084
5032,5,24,24,63,42455,42704,43000,0.57,0.56,1.5,4,2,3,0.094,0.047,0.07
5033,5,79,115,187,105544,106637,110000,0.75,1.1,1.7,8,20,62,0.076,0.19,0.58
5034,5,0,1,3,6686,6860,7000,0,0.15,0.43,0,1,1,0,0.15,0.14
5035,5,4592,4836,3798,661627,670738,680000,6.9,7.2,5.6,455,462,238,0.69,0.69,0.35
5036,5,0,0,41,21852,0,22000,0,0,1.8,0,0,7,0,0,0.31
5037,5,0,0,0,6369,0,6400,0,0,0,0,0,0,0,0,0
5038,5,3,16,11,12901,12952,13000,0.23,1.2,0.84,0,3,3,0,0.23,0.23
6001,6,85,80,59,29877,30402,31000,2.8,2.6,1.9,24,34,23,0.8,1.1,0.74
6002,6,1086,1417,942,152416,154910,160000,7.1,9.1,6,49,58,39,0.32,0.37,0.25
6003,6,15,23,15,21434,21659,22000,0.7,1.1,0.68,5,4,0,0.23,0.18,0
6004,6,23,32,24,20083,20408,21000,1.1,1.6,1.2,2,7,4,0.1,0.34,0.19
6005,6,37,45,29,27728,27980,28000,1.3,1.6,1,1,2,6,0.036,0.071,0.21
6006,6,10,7,3,5496,5576,5700,1.8,1.3,0.53,3,4,2,0.55,0.72,0.35
6007,6,686,1046,812,169162,172806,180000,4.1,6.1,4.6,22,44,54,0.13,0.25,0.31
6008,6,0,4,2,8428,8536,8600,0,0.47,0.23,0,2,1,0,0.23,0.12
6009,6,436,373,430,117536,119669,120000,3.7,3.1,3.5,37,92,45,0.31,0.77,0.37
6010,6,375,571,491,126670,129899,130000,3,4.4,3.7,22,40,4,0.17,0.31,0.03
7001,7,13,26,21,17636,17898,18000,0.74,1.5,1.2,1,1,2,0.057,0.056,0.11
7002,7,10,8,9,30316,30669,31000,0.33,0.26,0.29,0,1,2,0,0.033,0.064
7003,7,26,18,48,28960,29457,30000,0.9,0.61,1.6,8,2,3,0.28,0.068,0.1
7004,7,14,14,19,31524,32220,33000,0.44,0.43,0.58,2,2,0,0.065,0.063,0
7005,7,9,3,6,22002,22198,22000,0.41,0.14,0.27,4,2,3,0.18,0.09,0.13
7006,7,3,0,4,31093,0,32000,0.096,0,0.12,0,0,2,0,0,0.062
7007,7,5,1,0,8912,8914,0,0.56,0.11,0,3,1,0,0.34,0.11,0
7008,7,5,12,15,26986,26785,27000,0.19,0.45,0.56,0,2,2,0,0.075,0.075
7009,7,88,58,105,41232,41477,42000,2.1,1.4,2.5,10,7,10,0.24,0.17,0.24
7011,7,0,6,3,0,20206,20000,0,0.3,0.15,0,2,3,0,0.099,0.15
7012,7,34,33,55,46430,47585,49000,0.73,0.69,1.1,4,1,2,0.086,0.021,0.041
7013,7,20,25,12,32101,32576,33000,0.62,0.77,0.36,6,8,2,0.19,0.25,0.061
7014,7,2,3,1,19501,20157,21000,0.1,0.15,0.048,1,1,1,0.051,0.05,0.048
7015,7,24,19,23,45374,45788,46000,0.53,0.41,0.5,2,3,3,0.044,0.066,0.065
7016,7,15,29,11,17832,18018,18000,0.84,1.6,0.6,1,7,0,0.057,0.39,0
7017,7,65,55,94,80906,81616,82000,0.8,0.67,1.1,25,10,12,0.31,0.12,0.15
7018,7,5,1,2,8769,8820,9000,0.57,0.11,0.22,0,1,1,0,0.11,0.11
7019,7,212,178,226,149236,152150,150000,1.4,1.2,1.5,35,8,7,0.23,0.053,0.045
7020,7,8,4,16,45842,46692,47000,0.17,0.086,0.34,5,2,8,0.11,0.043,0.17
7021,7,12,1,2,21677,21796,22000,0.55,0.046,0.091,3,0,0,0.14,0,0
7022,7,3,6,2,14319,14361,14000,0.21,0.42,0.14,2,2,1,0.14,0.14,0.069
7023,7,23,13,11,80207,81165,82000,0.29,0.16,0.13,11,4,5,0.14,0.049,0.061
7024,7,1,0,7,11148,0,11000,0.09,0,0.61,1,0,1,0.09,0,0.088
7025,7,2,3,2,7519,7561,7600,0.27,0.4,0.26,1,2,1,0.13,0.26,0.13
7026,7,10,7,7,37500,37916,38000,0.27,0.18,0.18,6,2,1,0.16,0.053,0.026
7027,7,117,101,125,93060,95027,97000,1.3,1.1,1.3,11,14,23,0.12,0.15,0.24
7028,7,1,1,0,5621,5704,5800,0.18,0.18,0,NA,NA,NA,NA,NA,NA
7029,7,1,0,7,5115,0,5100,0.2,0,1.4,0,0,3,0,0,0.58
7030,7,6,7,19,32894,33375,34000,0.18,0.21,0.56,0,3,2,0,0.091,0.059
7031,7,50,44,47,116404,117986,120000,0.43,0.37,0.39,17,14,10,0.15,0.12,0.084
7032,7,37,63,72,31244,31571,32000,1.2,2,2.3,6,6,5,0.19,0.19,0.16
7033,7,4,3,0,7200,7303,0,0.56,0.41,0,4,1,0,0.56,0.14,0
7034,7,53,55,47,70912,72276,74000,0.75,0.76,0.64,3,4,9,0.042,0.055,0.12
7035,7,14,7,6,13355,13498,14000,1,0.52,0.43,4,2,2,0.3,0.15,0.14
7037,7,26,19,11,34928,35382,36000,0.74,0.54,0.31,4,1,2,0.11,0.028,0.056
7038,7,6,7,5,22378,22633,23000,0.27,0.31,0.22,2,2,0,0.089,0.089,0
7039,7,7,6,6,23437,23747,24000,0.3,0.25,0.25,5,5,3,0.21,0.21,0.12
7040,7,123,69,97,53255,53768,54000,2.3,1.3,1.8,13,6,7,0.24,0.11,0.13
7041,7,2,2,6,43094,43756,45000,0.046,0.046,0.13,0,0,1,0,0,0.022
7042,7,7,3,0,10792,10962,11000,0.65,0.27,0,4,3,0,0.37,0.27,0
7043,7,6,2,4,10478,10587,11000,0.57,0.19,0.37,2,0,1,0.19,0,0.094
7044,7,19,9,5,25669,25993,26000,0.74,0.35,0.19,5,0,0,0.2,0,0
7045,7,2,1,3,5708,5822,5900,0.35,0.17,0.51,NA,NA,NA,NA,NA,NA
7046,7,40,43,19,39069,39357,40000,1,1.1,0.48,6,3,4,0.15,0.076,0.1
7047,7,5,8,5,19697,20138,20000,0.25,0.4,0.24,0,4,1,0,0.2,0.049
7048,7,42,45,18,21794,21960,22000,1.9,2,0.81,3,3,4,0.14,0.14,0.18
7049,7,7,4,5,21194,21372,22000,0.33,0.19,0.23,5,1,2,0.24,0.047,0.092
7050,7,4,1,2,5058,5034,5000,0.79,0.2,0.4,1,0,0,0.2,0,0
7051,7,50,44,59,46308,47113,48000,1.1,0.93,1.2,7,3,6,0.15,0.064,0.13
7052,7,13,40,43,116550,118427,120000,0.11,0.34,0.36,6,7,4,0.052,0.059,0.033
7053,7,0,0,0,0,0,8300,0,0,0,NA,NA,NA,NA,NA,NA
7054,7,31,20,38,27739,28090,28000,1.1,0.71,1.3,3,2,10,0.11,0.071,0.35
7055,7,8,4,2,5221,5260,5300,1.5,0.76,0.38,1,2,0,0.19,0.38,0
7056,7,3,3,1,11688,11885,12000,0.26,0.25,0.083,3,1,1,0.26,0.085,0.083
7057,7,24,19,23,72908,74236,75000,0.33,0.26,0.3,2,3,3,0.028,0.041,0.04
7059,7,137,148,169,207975,211086,210000,0.66,0.7,0.79,15,17,11,0.072,0.081,0.051
7060,7,3,0,1,12218,0,12000,0.25,0,0.081,1,0,1,0.082,0,0.081
7061,7,48,34,39,86014,87205,89000,0.56,0.39,0.44,11,13,18,0.13,0.15,0.2
7062,7,23,26,26,17574,17680,18000,1.3,1.5,1.5,3,2,2,0.17,0.11,0.11
7063,7,0,3,1,0,3968,4000,0,0.76,0.25,0,1,1,0,0.25,0.25
7064,7,9,24,11,44164,44147,44000,0.2,0.54,0.25,2,6,2,0.045,0.14,0.045
7065,7,285,232,212,116416,118237,120000,2.4,2,1.8,29,20,18,0.25,0.17,0.15
7066,7,12,8,17,21064,21156,21000,0.57,0.38,0.8,9,4,11,0.43,0.19,0.52
7067,7,5,1,2,11225,11296,12000,0.45,0.089,0.17,1,0,1,0.089,0,0.087
7068,7,39,34,36,30670,30832,31000,1.3,1.1,1.2,7,2,6,0.23,0.065,0.19
7069,7,60,44,44,51994,52502,53000,1.2,0.84,0.83,8,6,6,0.15,0.11,0.11
7070,7,2,1,1,13462,13461,14000,0.15,0.074,0.074,1,1,0,0.074,0.074,0
7071,7,47,27,34,28800,29005,29000,1.6,0.93,1.2,5,4,3,0.17,0.14,0.1
7072,7,19,20,11,32274,32616,33000,0.59,0.61,0.33,11,13,7,0.34,0.4,0.21
7073,7,6,1,4,9365,9408,9600,0.64,0.11,0.42,0,0,1,0,0,0.1
7074,7,221,152,146,43075,43898,45000,5.1,3.5,3.3,10,8,3,0.23,0.18,0.067
7075,7,10,7,6,26172,26320,26000,0.38,0.27,0.23,2,3,0,0.077,0.11,0
7076,7,5,8,4,26017,26224,26000,0.19,0.31,0.15,2,6,2,0.077,0.23,0.076
7077,7,9,14,3,59206,59718,60000,0.15,0.23,0.05,3,5,1,0.051,0.084,0.017
7078,7,392,362,369,195354,198612,2e+05,2,1.8,1.8,19,16,12,0.097,0.081,0.059
7079,7,9,12,36,34510,34998,35000,0.26,0.34,1,5,7,6,0.14,0.2,0.17
7080,7,11,9,1,39212,39444,40000,0.28,0.23,0.025,3,4,1,0.077,0.1,0.025
7081,7,16,15,23,42640,43632,44000,0.38,0.34,0.52,5,6,3,0.12,0.14,0.067
7082,7,5,7,5,12856,13017,13000,0.39,0.54,0.38,2,4,3,0.16,0.31,0.23
7083,7,3,2,10,17878,18089,18000,0.17,0.11,0.54,0,1,3,0,0.055,0.16
7084,7,5,4,5,8270,8288,8300,0.6,0.48,0.6,1,2,2,0.12,0.24,0.24
7085,7,2,0,6,10118,0,10000,0.2,0,0.58,0,0,2,0,0,0.19
7086,7,21,19,7,22162,22503,23000,0.95,0.84,0.31,1,2,1,0.045,0.09,0.044
7087,7,95,46,38,36280,36604,37000,2.6,1.3,1,21,13,5,0.58,0.36,0.14
7088,7,3,2,2,2318,2326,2400,1.3,0.86,0.85,2,1,0,0.86,0.43,0
7089,7,1020,1011,982,337446,343209,350000,3,2.9,2.8,61,56,66,0.18,0.16,0.19
7090,7,4,4,3,4230,4251,4300,0.95,0.94,0.7,0,3,2,0,0.71,0.47
7091,7,8,14,8,12917,13300,14000,0.62,1.1,0.59,1,3,2,0.078,0.23,0.15
7092,7,20,18,12,42654,43132,44000,0.47,0.42,0.28,4,17,4,0.094,0.39,0.092
7093,7,29,22,12,41224,41427,42000,0.7,0.53,0.29,7,6,1,0.17,0.14,0.024
7094,7,16,10,6,39441,40118,41000,0.41,0.25,0.15,6,4,0,0.15,0.1,0
7096,7,9,28,15,74344,75413,76000,0.12,0.37,0.2,4,19,6,0.054,0.25,0.079
7097,7,233,211,177,87862,88720,90000,2.7,2.4,2,4,7,9,0.046,0.079,0.1
7098,7,0,1,0,0,6676,6800,0,0.15,0,NA,NA,NA,NA,NA,NA
7099,7,16,21,16,77530,79133,81000,0.21,0.27,0.2,0,1,3,0,0.013,0.037
7100,7,4,9,4,32842,33153,34000,0.12,0.27,0.12,1,6,0,0.031,0.18,0
7101,7,2030,2140,2460,582000,591495,6e+05,3.5,3.6,4.1,46,60,63,0.079,0.1,0.1
7102,7,45,22,30,39450,39982,40000,1.1,0.55,0.74,9,3,7,0.23,0.075,0.17
7103,7,5,11,6,29303,30113,31000,0.17,0.37,0.2,3,1,1,0.1,0.033,0.033
7104,7,5,4,0,14629,14812,15000,0.34,0.27,0,1,2,0,0.068,0.14,0
7105,7,5,6,3,14518,14630,15000,0.34,0.41,0.2,0,2,1,0,0.14,0.068
7106,7,6,22,24,63645,64267,65000,0.094,0.34,0.37,0,2,12,0,0.031,0.18
7107,7,24,16,57,77820,78824,80000,0.31,0.2,0.71,8,11,8,0.1,0.14,0.1
7108,7,49,59,95,102324,103304,1e+05,0.48,0.57,0.91,7,13,13,0.068,0.13,0.12
7109,7,32,29,21,35284,35649,36000,0.91,0.81,0.58,6,8,3,0.17,0.22,0.083
7110,7,0,1,1,0,7104,7200,0,0.14,0.14,0,0,1,0,0,0.14
7111,7,12,7,2,38215,38968,40000,0.31,0.18,0.051,0,3,1,0,0.078,0.025
7112,7,4,6,9,30116,30439,31000,0.13,0.2,0.29,1,1,1,0.033,0.033,0.032
7113,7,1,0,0,5129,0,0,0.19,0,0,NA,NA,NA,NA,NA,NA
7114,7,33,30,30,18088,18319,19000,1.8,1.6,1.6,17,13,25,0.94,0.71,1.3
7115,7,2,2,2,11724,11779,12000,0.17,0.17,0.17,2,2,0,0.17,0.17,0
7116,7,3,5,7,10268,10393,11000,0.29,0.48,0.66,2,2,4,0.2,0.19,0.38
7117,7,0,1,0,0,7162,0,0,0.14,0,NA,NA,NA,NA,NA,NA
7118,7,1,0,1,4919,0,5300,0.2,0,0.19,1,0,0,0.2,0,0
7119,7,7,3,2,3368,3419,3500,2.1,0.88,0.58,NA,NA,NA,NA,NA,NA
8001,8,13,15,17,11832,11831,12000,1.1,1.3,1.4,3,2,3,0.25,0.17,0.25
8002,8,60,53,60,23740,24132,24000,2.5,2.2,2.5,16,17,13,0.67,0.7,0.53
8003,8,11,13,13,8786,8840,8900,1.3,1.5,1.5,6,6,5,0.68,0.68,0.56
8004,8,15,10,8,12134,12868,13000,1.2,0.78,0.59,11,7,1,0.92,0.55,0.074
8005,8,48,39,22,25120,25370,26000,1.9,1.5,0.86,28,20,9,1.1,0.79,0.35
8006,8,2,3,0,6291,6343,0,0.32,0.47,0,1,1,0,0.16,0.16,0
8007,8,33,29,25,18541,18755,19000,1.8,1.5,1.3,23,20,19,1.2,1.1,1
8008,8,22,29,23,15019,15153,15000,1.5,1.9,1.5,19,27,21,1.3,1.8,1.4
8009,8,55,68,41,29668,29740,30000,1.9,2.3,1.4,24,35,24,0.81,1.2,0.8
8010,8,17,12,12,23593,23830,24000,0.72,0.5,0.5,5,7,3,0.21,0.29,0.13
8011,8,225,192,123,51023,51454,52000,4.4,3.7,2.4,47,57,43,0.92,1.1,0.83
8012,8,9,6,6,9144,9230,9300,0.98,0.65,0.65,4,5,3,0.44,0.54,0.32
8013,8,6,5,14,11406,11780,12000,0.53,0.42,1.2,1,1,5,0.089,0.085,0.42
8014,8,0,2,2,0,2459,2500,0,0.81,0.8,0,1,1,0,0.41,0.4
8015,8,0,2,1,0,1828,1800,0,1.1,0.54,0,2,0,0,1.1,0
8016,8,6,9,2,4226,4323,4400,1.4,2.1,0.46,5,5,2,1.2,1.2,0.46
8017,8,383,224,226,165416,168616,170000,2.3,1.3,1.3,61,41,32,0.37,0.24,0.19
8018,8,20,12,11,5752,5834,5900,3.5,2.1,1.9,18,8,4,3.1,1.4,0.68
8019,8,7709,6165,5145,869356,882346,890000,8.9,7,5.8,554,363,251,0.64,0.41,0.28
8020,8,9,8,13,8935,9090,9200,1,0.88,1.4,7,7,12,0.78,0.77,1.3
8021,8,533,457,447,146134,148191,150000,3.6,3.1,3,73,42,44,0.5,0.28,0.29
8022,8,4,2,3,3079,3128,3200,1.3,0.64,0.95,NA,NA,NA,NA,NA,NA
8023,8,5,2,0,6638,6757,0,0.75,0.3,0,1,0,0,0.15,0,0
8024,8,8,10,8,4130,4164,4200,1.9,2.4,1.9,3,2,2,0.73,0.48,0.48
8025,8,4,0,1,9111,0,9500,0.44,0,0.11,2,0,1,0.22,0,0.11
8026,8,9,3,12,3368,3386,3400,2.7,0.89,3.5,4,1,12,1.2,0.3,3.5
8027,8,99,114,69,52193,52814,53000,1.9,2.2,1.3,62,69,47,1.2,1.3,0.88
8028,8,18,5,8,6481,6203,6000,2.8,0.81,1.3,14,3,5,2.2,0.48,0.83
8029,8,125,185,142,55530,55880,56000,2.3,3.3,2.5,98,160,110,1.8,2.9,2
8030,8,16,13,15,9522,9660,9800,1.7,1.3,1.5,14,13,13,1.5,1.3,1.3
8031,8,81,61,21,41688,42130,42000,1.9,1.4,0.49,15,15,9,0.36,0.36,0.21
8032,8,305,231,277,112476,113584,110000,2.7,2,2.4,94,45,52,0.84,0.4,0.45
8033,8,2,1,2,1099,1107,1100,1.8,0.9,1.8,0,1,0,0,0.9,0
8034,8,3,9,1,7238,7302,7300,0.41,1.2,0.14,1,6,1,0.14,0.82,0.14
8035,8,27,16,17,12006,12355,13000,2.2,1.3,1.3,6,10,3,0.5,0.81,0.24
8036,8,133,70,119,43049,43328,44000,3.1,1.6,2.7,40,20,49,0.93,0.46,1.1
8037,8,16023,8545,5318,1386239,1395302,1400000,12,6.1,3.8,1460,647,453,1.1,0.46,0.32
8038,8,10,21,3,5249,5312,5300,1.9,4,0.56,1,4,3,0.19,0.76,0.56
8039,8,5,3,5,4200,4217,4200,1.2,0.71,1.2,4,2,3,0.95,0.47,0.71
8040,8,28,34,20,30437,30224,30000,0.92,1.1,0.66,13,15,10,0.43,0.5,0.33
8041,8,0,4,4,0,1948,1900,0,2.1,2.1,0,3,3,0,1.5,1.5
8043,8,3,4,2,3207,3212,3200,0.94,1.2,0.62,0,3,1,0,0.93,0.31
8044,8,12,23,5,4726,4763,4800,2.5,4.8,1,5,14,1,1.1,2.9,0.21
8045,8,186,267,104,46078,46562,47000,4,5.7,2.2,85,124,22,1.8,2.7,0.47
8046,8,23,20,19,8876,9046,9200,2.6,2.2,2.1,21,19,16,2.4,2.1,1.7
8047,8,9,9,8,5529,5561,5600,1.6,1.6,1.4,8,9,8,1.4,1.6,1.4
8048,8,11,10,9,24310,24599,25000,0.45,0.41,0.36,4,5,4,0.16,0.2,0.16
8049,8,2,0,0,2953,0,0,0.68,0,0,NA,NA,NA,NA,NA,NA
8050,8,139,86,62,62796,63696,65000,2.2,1.4,0.96,17,11,4,0.27,0.17,0.062
8051,8,24,11,23,8134,8307,8500,3,1.3,2.7,14,10,11,1.7,1.2,1.3
8052,8,46,39,35,28572,29304,30000,1.6,1.3,1.2,11,12,6,0.38,0.41,0.2
8053,8,21,4,5,4738,4439,4200,4.4,0.9,1.2,18,2,3,3.8,0.45,0.71
8054,8,15,6,5,8322,8366,8400,1.8,0.72,0.59,13,3,4,1.6,0.36,0.48
8055,8,52,32,31,17613,17778,18000,3,1.8,1.7,32,22,13,1.8,1.2,0.73
8056,8,2,0,2,2354,0,2400,0.85,0,0.83,1,0,1,0.42,0,0.42
8057,8,1,1,0,2383,2395,0,0.42,0.42,0,1,1,0,0.42,0.42,0
8058,8,5,6,1,3161,3210,3200,1.6,1.9,0.31,3,3,1,0.95,0.94,0.31
8059,8,4,11,21,4935,4950,5000,0.81,2.2,4.2,1,4,6,0.2,0.81,1.2
8060,8,12,6,11,10929,11025,11000,1.1,0.54,0.99,6,1,1,0.55,0.091,0.091
8061,8,9,14,13,3779,3770,3800,2.4,3.7,3.5,2,1,2,0.53,0.27,0.53
8062,8,52,28,18,34476,35065,36000,1.5,0.8,0.51,27,8,14,0.78,0.23,0.39
8063,8,14,7,9,6438,6450,6500,2.2,1.1,1.4,11,5,5,1.7,0.78,0.77
8064,8,1,2,0,1940,1958,0,0.52,1,0,0,2,0,0,1,0
8065,8,48,41,34,21184,21334,21000,2.3,1.9,1.6,42,33,32,2,1.5,1.5
8066,8,21,14,12,8542,8635,8700,2.5,1.6,1.4,19,10,10,2.2,1.2,1.2
8067,8,9,9,11,5485,5586,5700,1.6,1.6,1.9,6,5,7,1.1,0.9,1.2
9002,9,2745,2744,2157,417034,414231,410000,6.6,6.6,5.2,18,41,22,0.043,0.099,0.053
9003,9,4092,3467,3190,624598,621969,620000,6.6,5.6,5.2,28,19,28,0.045,0.031,0.045
9004,9,543,393,348,190081,190840,190000,2.9,2.1,1.8,12,14,12,0.063,0.073,0.063
9005,9,7705,7012,6889,1194168,1188169,1200000,6.5,5.9,5.8,118,132,135,0.099,0.11,0.11
9006,9,2743,2503,2153,386378,383611,380000,7.1,6.5,5.6,27,34,18,0.07,0.089,0.047
9007,9,10092,9846,8519,1830454,1821335,1800000,5.5,5.4,4.7,174,182,149,0.095,0.1,0.082
9008,9,692,572,543,242210,242332,240000,2.9,2.4,2.2,14,9,10,0.058,0.037,0.041
9009,9,144,171,173,134234,135225,140000,1.1,1.3,1.3,9,6,9,0.067,0.044,0.066
9010,9,3613,3239,3063,734825,734763,730000,4.9,4.4,4.2,61,50,56,0.083,0.068,0.076
9011,9,1326,1192,1142,365060,365302,370000,3.6,3.3,3.1,27,30,38,0.074,0.082,0.1
9012,9,3262,2558,2090,663032,665408,670000,4.9,3.8,3.1,47,49,44,0.071,0.074,0.066
9013,9,1551,1403,1175,419305,418799,420000,3.7,3.4,2.8,29,25,28,0.069,0.06,0.067
9014,9,3565,3056,2536,394675,396736,4e+05,9,7.7,6.4,30,20,18,0.076,0.05,0.045
9015,9,7072,6589,5460,537235,537010,540000,13,12,10,70,69,71,0.13,0.13,0.13
9016,9,3606,3070,2395,379368,380310,380000,9.5,8.1,6.3,44,30,38,0.12,0.079,0.1
9017,9,4197,3650,2984,433003,429313,430000,9.7,8.5,7,70,68,70,0.16,0.16,0.16
10001,10,43,15,10,32592,32876,33000,1.3,0.46,0.3,14,4,3,0.43,0.12,0.091
10002,10,0,1,0,0,4217,0,0,0.24,0,0,1,0,0,0.24,0
10004,10,106,30,32,34819,35090,35000,3,0.85,0.9,12,3,6,0.34,0.086,0.17
10005,10,3471,2593,2238,610384,619284,630000,5.7,4.2,3.6,204,156,82,0.33,0.25,0.13
10007,10,0,782,1952,0,344986,350000,0,2.3,5.6,0,112,145,0,0.32,0.42
10008,10,78,31,23,35320,35652,36000,2.2,0.87,0.64,1,3,4,0.028,0.084,0.11
10009,10,1,2,13,10366,10380,10000,0.096,0.19,1.2,0,2,10,0,0.19,0.96
10012,10,3342,1298,466,147074,148853,150000,23,8.7,3.1,253,141,60,1.7,0.95,0.4
10013,10,0,14,12,0,26398,27000,0,0.53,0.45,0,4,1,0,0.15,0.038
10014,10,42,37,29,34538,34828,35000,1.2,1.1,0.83,30,22,20,0.87,0.63,0.57
